time,lat,lon,alt,reducedChi2,PdBW,mask
75608.683985243,30.64484515,-95.24850378,13652.76,0.4,-2.0,0x3e20
75608.693430936,30.73368991,-95.15071604,13101.0,0.2,10.4,0x3e08
75608.693490954,30.77403651,-95.13821116,14857.2,4.89,6.1,0x2e28
75608.694704114,30.7378352,-95.15058947,12813.06,0.07,11.9,0x3e28
75608.698237291,30.73107339,-95.14881778,12759.01,0.62,15.8,0x3e28
75608.698671738,30.72561912,-95.15002391,11936.66,4.24,0.5,0x3c28
75608.703833063,30.65308377,-95.24486862,13647.14,0.78,13.2,0x3e28
75608.70696727,30.73021341,-95.15828687,12975.42,0.2,11.4,0x3e28
75608.716781384,30.73831692,-95.14754917,9743.16,0.1,9.4,0x3e28
75608.724299801,30.75016982,-95.15536004,12992.68,0.12,-1.8,0x3c28
75608.725834829,30.74821839,-95.15518584,12973.05,0.29,16.2,0x3f28
75608.726061896,30.74931596,-95.1531804,12863.04,0.19,11.3,0x3a28
75608.726549784,30.74585651,-95.14939439,8350.52,3.29,9.0,0x3e28
75608.729054649,30.73353983,-95.14681877,10116.62,0.03,4.8,0x3e20
75608.744221829,30.75984634,-95.14195884,9037.55,1.64,10.9,0x3a28
75608.768230128,30.71906132,-95.16092377,12807.86,1.84,14.5,0x2e28
75608.768363757,30.77104072,-95.15636512,13003.54,1.33,12.2,0x3e08
75608.776973999,30.74692583,-95.14789083,12684.6,0.57,1.5,0x3c28
75608.782784017,30.7512476,-95.1472886,12663.09,1.28,9.2,0x3d08
75608.785571222,30.76033549,-95.14422504,12307.08,0.25,6.1,0x3e28
75608.785896542,30.74498917,-95.14628763,12813.58,0.53,11.1,0x3e28
75608.791504071,30.75098779,-95.14713021,12562.93,0.18,8.6,0x2e28
75608.796726749,30.63765932,-95.25173958,13716.66,0.62,8.9,0x3e28
75608.800825761,30.74923704,-95.13393489,10361.12,0.99,-0.9,0x3f20
75608.809564401,30.63750128,-95.2430694,13871.96,0.78,19.0,0x3b08
75608.809643494,30.62668418,-95.24395355,13820.8,0.24,10.3,0x3e28
75608.812162404,30.6312214,-95.24821373,13722.44,0.77,14.1,0x3e08
75608.815009406,30.73035488,-95.12234377,12808.24,0.12,7.0,0x3e28
75608.815570995,30.71389858,-95.12543658,11555.47,0.39,-0.8,0x3c28
75608.826779547,30.72608451,-95.11305435,13533.74,0.06,1.3,0x3c28
75608.829136478,30.71674625,-95.12225968,13448.0,1.52,7.9,0x3e08
75608.830729749,30.74060042,-95.11574267,12416.24,2.13,17.3,0x3b28
75608.830815767,30.73379679,-95.10990548,14124.27,0.04,9.1,0x3e28
75608.84526127,30.72202983,-95.11469797,12730.66,0.08,5.5,0x3e28
75608.845674308,30.72546408,-95.11387204,12746.63,0.08,9.5,0x3a28
75608.845925296,30.73277251,-95.11208562,12543.06,3.36,-0.5,0x3c28
75608.863951604,30.6439685,-95.26019761,12128.28,1.45,5.3,0x3e28
75608.864142665,30.66005618,-95.24279032,13790.43,0.12,9.4,0x3e28
75608.872549287,30.72694168,-95.14464577,8335.06,0.05,9.9,0x3e28
75608.872834682,30.72769172,-95.14200244,8780.46,0.24,1.7,0x3e20
75608.872953369,30.73240877,-95.13771662,9740.33,0.03,6.0,0x3e28
75608.901478378,30.74032827,-95.14006033,10620.0,0.09,9.0,0x3e28
75608.902240779,30.73896175,-95.14124477,10401.47,0.09,8.5,0x3e28
75608.92435716,30.641669,-95.25839134,12312.4,0.01,-0.6,0x3c28
75608.92459973,30.64589833,-95.24574366,13004.2,1.09,4.8,0x3f28
75608.926659262,30.70206024,-95.09550582,12153.86,2.38,-2.0,0x3c28
75608.951117424,30.64651621,-95.24839925,15313.42,2.66,8.3,0x3d08
75608.963308751,30.7333665,-95.14140328,10238.25,0.09,11.9,0x3e28
75608.967067453,30.07204032,-95.52155974,179834.24,1.4,6.1,0x1f08
75608.96980556,30.73192411,-95.14514463,12538.36,0.59,10.4,0x1e28
75608.970568517,30.73836132,-95.14652699,12707.29,1.88,9.0,0x3e28
75608.989471969,30.62055558,-95.25040635,14574.54,1.81,6.0,0x3628
75608.989525998,30.62139445,-95.24954825,13982.21,2.19,11.4,0x3e28
75608.996041039,30.73377432,-95.14093358,10123.51,0.16,15.8,0x3e28
75609.002048651,30.63949866,-95.26073009,12941.47,2.58,8.8,0x3328
75609.002682222,30.65852383,-95.23625183,13895.2,0.17,10.9,0x3e28
75609.004453154,30.71965161,-95.1419651,7564.94,0.09,1.2,0x3c28
75609.016270148,30.72761644,-95.13634036,9365.1,0.0,-1.0,0x3c28
75609.027792552,30.66035835,-95.23054491,13827.08,0.04,11.5,0x3f28
75609.033154448,30.65920951,-95.2309881,13843.85,0.69,9.4,0x3b28
75609.034881221,30.66745435,-95.23067724,14142.62,1.52,8.6,0x3e28
75609.038909779,30.66220234,-95.2294266,13631.03,1.65,10.9,0x3e28
75609.041691728,30.65792786,-95.22407616,14194.15,1.22,6.1,0x3a28
75609.043059967,30.66349557,-95.24672956,9314.32,0.65,6.3,0x2e28
75609.044759984,30.65944464,-95.23516632,13488.22,3.59,1.9,0x1f20
75609.04488651,30.65327148,-95.226649,15143.79,2.39,6.3,0x3a28
75609.048456304,30.66210771,-95.22330268,14042.9,0.34,1.8,0x3c28
75609.048701796,30.63409417,-95.22456178,13324.66,1.53,8.4,0x3e28
75609.049070579,30.66830121,-95.21382593,14703.64,0.38,7.1,0x3e28
75609.074665724,30.65232411,-95.22331771,14083.7,1.92,12.7,0x3f28
75609.093886303,30.6560675,-95.2555083,9857.02,0.03,-2.6,0x3c28
75609.094290977,30.66958191,-95.22551807,15346.71,1.88,19.8,0x2f28
75609.100701977,30.72727788,-95.14048432,13124.13,0.53,14.9,0x3c28
75609.100922923,30.74919372,-95.1365038,10732.82,3.88,11.0,0x3e28
75609.101487092,30.7144182,-95.09995505,12400.28,0.66,17.8,0x2fa8
75609.101665927,30.7211561,-95.11586743,12781.05,0.18,6.0,0x3e28
75609.102388417,30.71441502,-95.12390003,8944.43,0.28,0.4,0x3628
75609.102789643,30.72161644,-95.12845367,8587.28,0.39,17.7,0x3b28
75609.120052886,30.70592887,-95.10830458,16022.54,2.2,18.2,0x3a28
75609.149844452,30.72297279,-95.11562054,12918.78,0.1,10.2,0x2e28
75609.149952884,30.70713206,-95.09732313,12631.46,0.52,20.1,0x3e28
75609.18073034,30.70564968,-95.12168577,6781.17,0.02,6.2,0x3e20
75609.201714905,30.66657946,-95.24714805,9480.03,0.18,5.3,0x3a28
75609.213689214,30.587298,-95.26325979,8930.35,0.31,7.4,0x3b28
75609.270251741,30.65193896,-95.22312295,13793.09,1.44,-1.4,0x3c28
75609.353704188,30.65501886,-95.23126312,9203.81,0.2,1.6,0x3e20
75609.884585933,30.70755552,-95.27188478,8032.35,0.12,5.1,0x3a28
75609.977919406,30.68777834,-95.25110355,8597.85,0.03,8.2,0x3a28
75609.984116839,30.68809946,-95.24933463,9504.26,0.17,2.6,0x3c28
75609.989368663,30.69313863,-95.24753014,9521.49,0.29,8.3,0x3e28
75609.992409831,30.68204916,-95.24522702,10982.75,2.87,7.7,0x3e08
75609.992598761,30.70704575,-95.24636016,10170.81,1.57,15.0,0x3e28
75609.997613322,30.65528801,-95.25005632,9828.38,3.88,7.4,0x2e28
75610.252030881,30.71525056,-95.18074409,9445.21,4.12,23.5,0x3b28
75610.805063494,30.72317385,-95.1621548,8826.04,1.67,14.8,0x3f28
75610.808732604,30.72033141,-95.16114181,10783.16,0.42,8.9,0x3e28
75610.811376111,30.72211206,-95.15940019,10995.13,0.35,8.9,0x3e28
75610.812734383,30.70969903,-95.15979325,10755.39,3.15,8.3,0x3e08
75610.813036843,30.72057813,-95.16113445,11570.55,1.3,24.5,0x2f28
75610.819602276,30.72767261,-95.15324892,10377.87,1.32,-2.2,0x3c28
75610.819926012,30.72115775,-95.15871413,12126.9,1.59,15.2,0x3e28
75610.837923628,30.67809447,-95.16462203,8973.21,1.93,8.0,0x2e28
75610.881462483,30.72780326,-95.16276712,10923.17,0.39,12.8,0x3e28
75610.911022096,30.71662163,-95.16023904,11610.91,1.93,7.9,0x3e28
75610.92042404,30.7147239,-95.16590577,11398.67,0.36,-1.5,0x3c28
75610.920635033,30.71201552,-95.16330959,11493.81,0.93,6.4,0x3e28
75610.921913807,30.71654088,-95.16268735,11375.12,0.03,8.4,0x3e28
75610.922068641,30.70866404,-95.16600976,11539.17,1.0,9.5,0x3a28
75610.922143648,30.70096915,-95.16451858,12211.51,4.93,8.3,0x3e28
75610.922641943,30.71512139,-95.16505602,11438.26,0.2,16.2,0x3e28
75610.925861274,30.70358562,-95.16997705,10153.73,4.04,-0.6,0x2d28
75610.927096352,30.71600494,-95.16973216,11159.02,4.23,-0.8,0x3c28
75610.929534641,30.71466843,-95.16948587,11292.77,0.38,8.8,0x3e28
75610.93068391,30.71055468,-95.17172277,11273.67,0.45,-1.1,0x3c28
75610.931988455,30.70986407,-95.1709726,11197.13,0.37,5.4,0x3e28
75610.932136498,30.71035568,-95.1697438,11169.52,0.12,17.0,0x3f28
75610.933324397,30.70848762,-95.17072093,11305.23,0.29,11.4,0x3f28
75610.936662635,30.7060269,-95.17607198,11316.64,1.33,11.3,0x3f28
75610.960793477,30.70996945,-95.17461417,11498.35,0.54,12.6,0x3e28
75610.971069762,30.7010207,-95.17188418,11464.94,0.33,12.2,0x3e28
75610.972086896,30.70867469,-95.17217495,11221.96,1.26,-1.1,0x3c28
75610.974082697,30.72143398,-95.17037171,11721.33,0.32,5.2,0x3a28
75610.974768279,30.72233287,-95.17105289,11956.79,1.19,3.7,0x3a28
75610.977052125,30.70412469,-95.17171044,11669.39,0.3,16.3,0x3f28
75610.978577643,30.6953381,-95.17094018,11798.74,1.39,8.7,0x3e28
75610.978945188,30.70430537,-95.1726566,11558.1,0.37,14.4,0x3fa8
75610.984784625,30.70421335,-95.17211055,11404.41,0.54,8.2,0x2e28
75610.98531312,30.71345429,-95.16984942,11197.99,0.25,13.7,0x3e08
75610.994830866,30.69890598,-95.17249744,11424.53,4.14,17.9,0x3f28
75611.008259183,30.72136471,-95.15289517,10772.81,0.3,12.8,0x3e28
75611.008436238,30.7469033,-95.15034099,10885.89,3.2,11.3,0x3a28
75611.053772263,30.73012495,-95.15314705,11265.01,0.64,9.9,0x3e28
75611.05467751,30.73327945,-95.15336204,11422.35,0.06,4.5,0x3e28
75611.055199187,30.73076139,-95.15415528,11254.28,0.34,14.3,0x3e28
75611.055246736,30.75564059,-95.15161943,10859.67,4.64,4.0,0x3328
75611.058177472,30.72951427,-95.15051587,11326.74,1.12,11.8,0x3e28
75611.128749836,30.72050837,-95.16615606,11757.32,0.25,11.8,0x2e28
75611.66031664,30.67824039,-95.27298215,12716.57,2.4,17.8,0x3b08
75612.06214925,30.6781086,-95.28097949,9426.07,4.18,9.9,0x3d28
75612.391268704,30.69240932,-95.22877849,9514.16,0.03,5.7,0x3e28
75612.396249908,30.69352832,-95.23043609,9621.0,3.04,-2.7,0x3c28
75612.409573671,30.68983399,-95.22852603,9577.89,0.01,3.3,0x3e28
75612.425875836,30.68496112,-95.23231313,9502.75,0.84,-1.8,0x3c28
75612.442952011,30.74417001,-95.22495739,9298.76,2.15,3.5,0x3e28
75612.444585578,30.71882042,-95.1841034,9209.51,2.14,11.5,0x3a28
75612.447105385,30.65203842,-95.27099968,13931.98,2.33,8.3,0x3e28
75612.451714121,30.69060724,-95.22295587,9303.54,0.17,-0.8,0x3c28
75612.454413753,30.69307392,-95.22223574,9247.64,0.01,4.8,0x3e28
75612.506603712,30.10117872,-91.93505446,8842.37,0.94,8.7,0x3c28
75612.798031147,30.64571387,-95.28630248,10045.69,1.3,12.5,0x2f20
75613.026508495,30.70886481,-95.15397873,11892.32,3.31,17.1,0x3e28
75613.207418152,31.14552612,-95.06086281,9739.94,4.56,23.3,0x2728
75613.220286125,30.64887336,-95.17368454,12873.45,4.47,12.4,0x3e28
75613.229375271,30.65401074,-95.17571663,12374.67,0.41,19.8,0x3e28
75613.245420296,30.65996417,-95.17498342,10965.66,0.43,15.0,0x1f08
75613.283393418,30.64170528,-95.20237741,13252.14,1.29,16.4,0x2728
75613.338958026,30.65903859,-95.17205856,13125.19,1.57,11.0,0x2e28
75613.371014128,30.66605845,-95.1797228,12297.65,4.95,-0.6,0x3c28
75613.376180648,30.64600876,-95.18222618,13007.97,0.66,10.9,0x3e28
75613.380140065,30.66138207,-95.17959315,13059.86,0.1,6.6,0x3e28
75613.380360498,30.66156472,-95.17547966,13721.29,1.3,22.3,0x2f28
75613.383129682,30.66386171,-95.1723758,12637.4,0.06,7.5,0x3e20
75613.423806838,30.6560458,-95.1730245,12219.91,1.89,16.0,0x3d08
75613.423897603,30.65656368,-95.17482516,13307.45,0.27,24.7,0x3e28
75613.508762168,30.66825835,-95.1675915,12649.38,0.13,6.7,0x3e28
75613.512682888,30.66948063,-95.16658019,12682.64,0.34,3.4,0x3f20
75613.515480373,30.66548348,-95.16805596,12479.76,0.04,18.9,0x2e28
75613.516340047,30.69632528,-95.15618496,14959.83,0.18,16.8,0x2e28
75613.520632044,30.67018007,-95.16421779,12622.24,0.07,8.8,0x3f28
75613.521246985,30.6998611,-95.22985808,11341.91,0.21,12.0,0x3a28
75613.52143314,30.69891693,-95.23046061,11336.36,0.02,6.4,0x3e08
75613.521563819,30.69839516,-95.22966046,11549.66,0.14,11.7,0x3e08
75613.522400709,30.68205423,-95.16299005,12230.51,1.8,7.2,0x3e28
75613.522592128,30.69122377,-95.16205509,13926.44,1.49,13.1,0x3e28
75613.523921211,30.72952644,-95.23681656,6794.66,0.64,7.8,0x3e08
75613.524177161,30.66751689,-95.16835906,12849.8,0.93,8.8,0x3d28
75613.526116223,30.67221709,-95.16357697,11931.39,1.59,10.7,0x3f28
75613.526960122,30.6418057,-95.17247142,12488.85,3.66,8.2,0x2e28
75613.527088528,30.67312742,-95.16239645,14618.31,0.51,17.1,0x2f28
75613.527328242,30.67164047,-95.16196712,12517.5,0.07,9.6,0x3b28
75613.527416305,30.70357878,-95.16527132,13218.31,0.76,28.8,0x3e28
75613.531983442,30.69126209,-95.23313895,11592.91,0.86,10.3,0x3b28
75613.532098642,30.68931656,-95.23318969,11760.5,0.28,8.1,0x3e28
75613.535883984,30.70198887,-95.22859638,11397.22,0.05,20.3,0x3a28
75613.539357093,30.69163259,-95.23375789,11869.43,0.06,0.3,0x3c28
75613.541284366,30.68971789,-95.23372379,11516.0,0.07,6.9,0x3f28
75613.541359804,30.68791562,-95.23453627,10720.18,1.22,12.7,0x3e28
75613.550080035,30.68002901,-95.23804471,12501.48,0.2,6.9,0x3e08
75613.565223336,30.66838807,-95.23940872,13036.95,0.78,7.1,0x2e28
75613.569626741,30.67395635,-95.23491536,13317.87,0.33,14.4,0x3e28
75613.575216468,30.66452631,-95.23510712,12172.8,4.93,10.3,0x3628
75613.585290778,30.65030221,-95.174441,11022.96,0.15,-4.0,0x3c28
75613.604983574,30.71257353,-95.16169111,13349.72,4.47,12.9,0x3a28
75613.622362224,30.84179706,-95.22935016,17797.74,3.23,9.7,0x2e28
75613.623585258,30.67440473,-95.24400461,14447.1,1.96,6.6,0x3f28
75613.65852653,30.6427258,-95.17123812,13072.19,1.38,5.6,0x3e28
75613.659847223,30.66675777,-95.26105185,14781.76,0.49,8.5,0x3e28
75613.66058795,30.66555907,-95.1699164,12600.05,0.17,8.2,0x3a28
75613.664990016,30.66426585,-95.26264733,14800.76,0.12,9.9,0x3c28
75613.670211152,30.66318009,-95.26210548,15503.32,3.17,2.4,0x1f28
75613.67440304,30.6628664,-95.26211593,14817.29,0.2,13.5,0x3f28
75613.677609101,30.66459897,-95.26060083,14763.36,0.13,16.1,0x3a28
75613.678356645,30.65534784,-95.24779495,14479.8,1.82,6.5,0x3e28
75613.679048379,30.71098465,-95.22622052,10041.38,0.23,4.8,0x3e28
75613.682224139,30.67111669,-95.25962269,15013.1,0.57,9.5,0x3e28
75613.689966242,30.65950501,-95.26138095,14457.87,0.06,18.0,0x2e28
75613.692660107,30.66435273,-95.25732311,14741.5,0.1,6.5,0x3e28
75613.700922343,30.62483755,-95.26270684,14751.87,2.76,8.2,0x3a28
75613.702434454,30.66235206,-95.17591344,9909.0,0.57,6.6,0x3e28
75613.702622716,30.66026819,-95.17895703,9508.32,0.09,-1.1,0x3628
75613.702737271,30.66397519,-95.17970338,9658.74,0.13,8.6,0x3e28
75613.702832453,30.65189712,-95.18325614,10083.85,0.63,6.5,0x3e08
75613.702950748,30.66085525,-95.18281001,9751.29,0.41,9.1,0x3e28
75613.703169171,30.65797026,-95.18470771,10197.41,0.21,4.2,0x3e28
75613.704169988,30.66448689,-95.19352957,9669.17,0.14,11.0,0x3e28
75613.704365287,30.66601469,-95.25669314,14874.6,0.06,6.4,0x3d08
75613.70792405,30.66163571,-95.26004373,14829.67,0.38,13.9,0x3e28
75613.711809542,30.70631063,-95.23567412,8402.99,0.51,5.8,0x3e28
75613.715094285,30.65205425,-95.27494307,14258.97,1.69,1.8,0x3e20
75613.716484071,30.67429726,-95.16652763,14859.01,1.96,8.6,0x2f20
75613.717064286,30.68685225,-95.14796312,7910.0,0.22,4.8,0x3e28
75613.71722583,30.66722454,-95.25987741,14659.65,0.18,8.0,0x3e28
75613.724029516,30.71281711,-95.15416721,11878.95,3.45,8.8,0x3e28
75613.724181921,30.65736389,-95.17973318,13303.87,0.2,8.1,0x3e28
75613.735636313,30.67305901,-95.16815631,12750.47,0.15,6.2,0x3e28
75613.759607978,30.69575389,-95.22948395,8264.93,0.12,9.1,0x3e28
75613.760535995,33.14311215,-94.31395623,192012.85,3.42,16.2,0x1b28
75613.761347821,30.68531181,-95.23092259,7022.59,0.85,-2.8,0x3c28
75613.784070025,30.67784688,-95.22442846,15057.06,3.29,23.6,0x3b08
75613.787827715,30.69410019,-95.23017394,11423.2,0.39,17.9,0x3e28
75613.788130971,29.13177544,-96.8191114,146793.05,1.06,-4.0,0x2d28
75613.788562601,30.66397232,-95.25957738,14829.28,0.19,24.1,0x3e28
75613.807242984,30.66297462,-95.17082147,12610.66,0.02,8.9,0x3a28
75613.807295801,30.66481945,-95.16989222,12596.47,0.18,7.2,0x3e08
75613.807382915,30.66894531,-95.16869886,13079.84,0.41,-1.8,0x3c28
75614.03178688,30.65960368,-95.16976407,12876.7,0.85,12.5,0x1f20
75614.050928833,30.70712616,-95.15584097,16193.93,0.15,6.2,0x3d20
75614.142427149,30.66292738,-95.0812056,6277.41,0.24,7.3,0x3e28
75614.531666576,30.64452814,-95.27915785,14759.25,3.1,-1.0,0x3c28
75614.699015423,30.70091783,-95.22368259,14966.09,2.87,21.7,0x3e28
75615.682438351,30.65012447,-95.28020255,14137.69,0.15,6.8,0x3e28
75615.838136427,30.02889339,-91.89029855,10412.96,0.35,7.5,0x3c28
75615.870546296,30.71363943,-95.18780346,10545.09,0.26,7.3,0x3a28
75615.887065084,31.82754206,-95.2942952,65751.71,3.03,1.2,0x1f20
75615.887264635,30.71567898,-95.18531613,10503.13,0.64,9.2,0x3a28
75615.89140719,30.71034468,-95.18597888,10993.74,0.47,7.3,0x3e28
75615.892627156,30.72313037,-95.18461351,11874.29,3.24,7.6,0x2e28
75615.893361772,30.73968636,-95.18338351,10526.43,1.06,13.6,0x3a28
75615.897721072,30.70879982,-95.18417981,11377.6,0.27,-2.1,0x3c28
75615.902217871,30.70314752,-95.18332837,11300.01,0.18,6.1,0x3e28
75615.902661009,30.70061825,-95.18363784,11089.41,0.27,8.0,0x3e28
75615.903134583,30.70571524,-95.18412737,11334.73,0.49,7.3,0x3e28
75615.903302427,30.70276802,-95.18343023,11383.52,0.32,9.7,0x3e28
75615.904479533,30.70656586,-95.18424817,11180.35,0.33,14.6,0x3e28
75615.906126242,30.70158825,-95.18599514,10600.53,0.79,13.5,0x3f28
75615.907423115,30.70093235,-95.18285533,11147.61,0.14,14.7,0x2e28
75615.91140565,30.70601656,-95.18633896,9813.55,2.58,7.2,0x3a28
75615.913733979,30.70121822,-95.17792615,11634.25,0.3,12.5,0x3e28
75615.91470016,30.69911763,-95.18508183,11258.22,0.09,10.7,0x3e28
75615.915279539,30.69502762,-95.1802658,11142.59,0.4,15.3,0x3e28
75615.916584121,30.7210249,-95.18444007,11936.98,1.15,5.3,0x3c28
75615.917437639,30.69672556,-95.18549868,11583.82,0.29,7.8,0x3e28
75615.917518237,30.70226881,-95.18613366,11460.27,0.59,10.7,0x3e28
75615.918072893,30.68439445,-95.18816776,11395.66,1.42,11.2,0x2e28
75615.920088763,30.6967317,-95.18452203,11386.89,0.41,4.7,0x3a28
75615.921032321,30.6954328,-95.18613414,11364.75,0.28,14.0,0x3b08
75615.92109505,30.70420132,-95.17592011,11670.15,0.31,16.1,0x3e28
75615.921578443,30.69732096,-95.18271814,11529.7,0.15,5.8,0x3e28
75615.921713403,30.68330244,-95.18493723,11255.63,1.57,12.6,0x3e28
75615.923427057,30.70138196,-95.17647732,11332.71,0.19,7.7,0x2e28
75615.924037647,30.70163251,-95.17798862,10978.8,2.98,7.3,0x3b28
75615.924669759,30.71709564,-95.17551636,11299.69,1.74,8.3,0x3e28
75615.924789919,30.700676,-95.17773765,11783.82,0.51,11.3,0x3d08
75615.946156463,30.6936073,-95.18512143,10946.9,0.23,12.6,0x3e28
75615.949243457,30.69711583,-95.17983843,11696.86,0.56,12.7,0x3628
75615.949359875,30.70590872,-95.17711263,11713.82,1.7,5.2,0x3c28
75616.050132456,30.93357452,-95.58978143,10397.74,4.32,2.2,0x2d28
75616.051877754,30.91735194,-95.58731884,9622.3,4.52,2.8,0x3c28
75616.05258143,30.70077078,-95.1846162,11009.3,0.45,18.2,0x3a28
75616.055804172,30.70444068,-95.17843613,12198.78,0.69,6.8,0x3e28
75616.066971072,30.9317172,-95.59066529,9731.06,0.23,16.7,0x3e28
75616.288796644,29.99797548,-91.91938441,9533.72,1.21,5.5,0x3c28
75616.290212575,30.00503592,-91.87780313,9937.14,1.55,9.9,0x3c28
75616.482565689,30.71089375,-95.21229161,11312.58,0.11,7.9,0x3a28
75616.576508393,30.75880045,-95.2114864,12654.9,0.01,13.5,0x3e08
75617.275554651,30.78733911,-95.12052522,12050.27,2.22,1.3,0x3c28
75617.275692358,30.69569829,-95.1289855,6925.33,2.1,10.3,0x3e28
75617.309042278,30.71101341,-95.16153203,4776.73,1.1,3.0,0x3e28
75617.54910361,30.69335683,-95.14312592,6014.17,0.17,9.2,0x3e28
75617.54929407,30.65141853,-95.14547336,5119.68,0.84,4.6,0x2e28
75617.572502126,30.65478981,-95.11773262,5539.6,0.96,4.7,0x3e08
75617.579980385,30.65070391,-95.12364886,6494.25,0.37,6.6,0x2e28
75617.612579707,30.64906668,-95.14633984,5489.0,0.48,7.6,0x3e20
75617.632191482,30.66048943,-95.07909146,5048.45,3.88,8.2,0x3e28
75617.638387818,30.66033659,-95.08731615,6535.34,0.31,10.2,0x3e28
75617.655926374,30.6323004,-95.16481221,5651.81,1.09,6.0,0x3e28
75617.677708224,30.63980862,-95.15354253,5857.29,0.73,7.0,0x3e28
75617.719112248,30.64489691,-95.08250738,7657.1,1.12,6.7,0x3e28
75617.845323526,30.63959963,-95.16440556,6619.17,3.04,1.5,0x3f28
75617.846144816,30.63733389,-95.09327087,10978.64,4.67,15.7,0x3e08
75617.846183249,30.27562073,-95.17528238,17641.91,2.82,10.0,0x3c28
75617.915082483,30.60467313,-95.19770143,5530.58,0.62,6.3,0x2e28
75617.91700433,30.62810997,-95.19166336,6002.23,0.26,12.3,0x3e28
75618.106914891,30.72393328,-95.14851386,11244.67,0.12,7.9,0x3e28
75618.107551446,30.72242829,-95.14702965,11410.63,0.79,13.8,0x3e28
75618.114886043,30.72327461,-95.141066,11269.57,0.18,7.0,0x3e28
75618.115968178,30.7102575,-95.14499746,11280.24,3.35,13.2,0x3e28
75618.116817728,30.71535157,-95.14151958,11683.72,1.44,4.5,0x3e28
75618.119451826,30.7183694,-95.14208514,10651.5,0.27,6.2,0x2e28
75618.119813884,30.71479291,-95.14377516,10715.65,0.61,13.7,0x3e28
75618.128681908,30.71637389,-95.1449018,11266.02,0.26,12.2,0x3e28
75618.12961425,30.73849876,-95.14949528,10166.76,0.13,10.4,0x3e28
75618.130113028,30.71463321,-95.14273712,11890.37,1.46,6.8,0x3c28
75618.130326568,30.71804612,-95.14451354,10998.15,0.1,11.3,0x2e28
75618.134078666,30.69477826,-95.14696714,10770.22,0.31,9.3,0x3e28
75618.134358667,30.70721041,-95.14574428,11719.64,0.58,-1.4,0x3c28
75618.140733807,30.70741042,-95.14656984,11880.6,0.43,12.2,0x3e28
75618.143021465,30.70704331,-95.14690075,11138.47,0.58,14.7,0x3e28
75618.1436876,30.72911768,-95.14766727,11111.91,0.1,9.2,0x3a28
75618.144027643,30.70895293,-95.14488975,11617.75,0.44,9.2,0x3e28
75618.144373322,30.6895999,-95.1491908,12237.87,0.47,7.3,0x3e28
75618.146853741,30.70946714,-95.14748548,12006.92,0.34,7.8,0x3f28
75618.147640695,30.70430245,-95.14538702,11797.11,0.45,3.1,0x3c28
75618.147973412,30.7025248,-95.14941,11654.17,0.35,12.7,0x3e28
75618.148113305,30.72229374,-95.14599314,11472.43,2.72,8.4,0x3e28
75618.148558208,30.70586742,-95.14449489,11611.15,0.27,7.1,0x3a28
75618.148910302,30.68324118,-95.14739044,10497.59,0.36,9.8,0x2e28
75618.149230699,30.70655598,-95.14403856,11619.01,0.16,11.3,0x3e28
75618.149670995,30.69046167,-95.14585142,11583.08,4.58,0.8,0x3708
