time,lat,lon,alt,reducedChi2,PdBW,mask
75869.436978191,30.70650709,-95.14844435,12422.52,1.09,18.1,0x3e28
75869.437669623,30.65952663,-95.13333037,7986.34,0.09,2.8,0x3e28
75869.437804958,30.63994351,-95.13346515,8006.06,2.65,5.1,0x3e28
75869.437923822,30.66622928,-95.11164859,13918.46,1.08,2.4,0x3c28
75869.438043034,30.69150038,-95.15053101,12668.14,0.03,12.5,0x3e28
75869.438364608,30.66672786,-95.11192849,12509.54,0.13,9.7,0x3e28
75869.439251245,30.6521266,-95.11007597,12605.91,1.74,10.1,0x3e28
75869.44039183,30.66858171,-95.11181075,12546.5,0.94,9.2,0x3e28
75869.440477532,30.66335937,-95.11036107,12919.12,0.64,10.6,0x3e28
75869.441763218,30.6939636,-95.16299756,12755.01,0.13,12.1,0x3e08
75869.443550578,30.68518183,-95.23530841,11439.3,0.4,12.6,0x3e28
75869.44474091,30.68103727,-95.11103491,11781.28,0.21,10.7,0x3e28
75869.445815875,30.70218931,-95.16696112,12329.06,2.74,11.6,0x3a28
75869.446512382,30.68493851,-95.23167193,11695.93,0.01,0.2,0x3c28
75869.449911192,30.67415206,-95.11663016,12174.37,0.68,22.9,0x3b28
75869.4503362,30.69459409,-95.14411695,12328.33,0.04,10.2,0x3e28
75869.450600546,30.68397526,-95.1125051,11752.53,0.1,3.2,0x3628
75869.450909908,30.67949233,-95.14397865,12287.62,4.24,-2.4,0x3928
75869.451228836,30.66099904,-95.10560466,12704.74,0.2,15.2,0x3e28
75869.451396932,30.2489804,-94.59923214,101096.68,3.63,3.0,0x1d28
75869.451709769,30.68394376,-95.11270349,11909.06,0.4,7.8,0x3e28
75869.452411726,30.69512523,-95.1442327,12548.67,0.02,6.3,0x3e28
75869.453074737,30.65945931,-95.14318044,10737.01,0.84,20.8,0x3e28
75869.453363589,30.68857837,-95.23103936,11300.85,0.31,13.3,0x2e28
75869.454384499,30.68286461,-95.14493179,12841.57,1.21,9.6,0x1e28
75869.454557122,30.69491849,-95.14330606,12186.03,0.65,9.7,0x3a28
75869.454992102,30.67583761,-95.14777601,10076.5,3.2,1.9,0x3c28
75869.455131608,30.69241136,-95.14388333,11968.66,0.27,12.8,0x3a28
75869.456650184,30.65389583,-95.10423104,12734.03,0.31,10.4,0x1ea0
75869.456726143,30.6802758,-95.09870882,12175.56,0.19,10.6,0x3a28
75869.458269993,30.68197903,-95.10616576,11754.68,0.1,7.0,0x3e08
75869.460291458,30.65977436,-95.10588568,12607.69,0.09,15.7,0x3e28
75869.464681447,30.67716048,-95.10827299,11659.74,0.2,8.7,0x3e20
75869.465351126,30.66911176,-95.10645791,13084.22,2.78,14.8,0x3e28
75869.465485247,30.65313828,-95.10856767,12924.9,0.12,11.6,0x3e28
75869.467145047,30.68085923,-95.10786405,12196.21,0.67,19.0,0x3e28
75869.467280217,30.70158396,-95.16514402,12805.37,0.17,7.8,0x3e28
75869.467943785,30.68736915,-95.10296159,13392.43,1.04,14.0,0x3d08
75869.471458334,30.63956017,-95.11434144,12238.39,1.7,0.5,0x3c28
75869.474320627,30.64753076,-95.11463073,12156.19,0.22,11.5,0x3e28
75869.474850232,30.66061196,-95.1329792,7956.17,0.06,6.2,0x3e28
75869.475353979,30.68194017,-95.10692215,10820.38,3.15,7.8,0x3e28
75869.477322092,30.64177073,-95.11628901,12153.36,0.43,13.2,0x3e08
75869.477389118,30.65300179,-95.10350462,12381.91,0.59,15.0,0x3b28
75869.477742096,30.6530455,-95.11179689,11917.3,3.56,12.2,0x3f28
75869.481540516,30.68740133,-95.10302793,11471.89,0.16,15.0,0x3f08
75869.48194198,30.64939458,-95.1137077,12050.69,0.06,10.6,0x3e28
75869.484845458,30.68456933,-95.10359324,11884.45,0.07,15.9,0x3e28
75869.485865489,30.65227508,-95.11205924,13058.92,1.45,24.8,0x2f28
75869.485996861,30.65004541,-95.11030427,12570.83,0.24,0.4,0x3c28
75869.486230719,30.65237619,-95.11534899,12298.21,0.33,11.8,0x3f28
75869.486901291,30.65079614,-95.1134259,11910.29,0.01,6.7,0x3e28
75869.487026577,30.66801578,-95.11122387,13001.81,0.33,16.4,0x3e08
75869.487764913,30.64132627,-95.11693142,12062.32,0.93,7.6,0x3e28
75869.488521013,30.65003966,-95.12466323,34973.55,1.5,-3.6,0x1d28
75869.488713091,30.65721088,-95.10511972,15146.98,0.48,9.2,0x2b28
75869.492208699,30.63813901,-95.11373372,12490.61,0.58,-3.0,0x3928
75869.494448586,30.64919067,-95.11144823,11938.81,0.09,8.4,0x3a28
75869.494533181,30.64761682,-95.11096114,12008.05,0.14,9.1,0x3e28
75869.501414225,30.64639012,-95.10979955,12079.41,0.09,11.6,0x3e28
75869.506238985,30.64053828,-95.10675075,11314.67,0.45,0.5,0x3c28
75869.509957333,30.64917285,-95.10593701,11900.36,2.13,15.5,0x3e28
75869.51040585,30.69137739,-95.24614338,11474.76,0.23,6.7,0x3e28
75869.514607929,30.68497766,-95.24972432,11352.86,0.27,0.7,0x3c28
75869.515100574,30.69130611,-95.24844649,11498.47,0.19,9.8,0x3f28
75869.515237044,30.69942465,-95.2446274,11356.11,0.58,16.3,0x3a28
75869.51794642,30.63603475,-95.10670143,12558.94,0.67,8.5,0x3e28
75869.519078116,30.63517953,-95.10745559,12456.03,0.06,8.0,0x3e28
75869.52207468,30.68006645,-95.24640781,11287.9,2.97,5.6,0x3e28
75869.532395634,30.69121786,-95.16414794,5696.3,2.91,-0.9,0x3928
75869.533930855,30.70818515,-95.24516341,12136.92,1.82,9.0,0x3e28
75869.567968041,30.69136121,-95.24686152,11313.2,0.16,1.5,0x3628
75869.580118033,30.66355142,-95.13282322,8280.15,0.16,6.2,0x3a28
75869.580233085,30.6690732,-95.13745164,9217.97,0.21,12.4,0x3a28
75869.580411559,30.66119815,-95.14354026,10335.13,0.33,6.5,0x3c28
75869.58048245,30.66444382,-95.14368758,10836.85,0.09,9.4,0x3f28
75869.581150939,30.68910045,-95.15040581,13824.59,0.11,3.5,0x3c28
75869.58127025,30.68589805,-95.15862205,13301.97,0.1,9.9,0x3e28
75869.609269692,30.67200648,-95.1282186,8705.28,0.03,5.1,0x2e28
75869.637994241,28.42454236,-97.96686793,316334.37,0.83,9.3,0x3928
75869.638668117,30.673423,-95.11724513,7434.07,0.52,17.0,0x2f28
75869.638745341,30.70662521,-95.11418941,9551.24,4.39,9.1,0x1e28
75869.639105526,30.6724861,-95.14263267,15394.44,2.77,9.9,0x3c28
75869.639538925,30.69142749,-95.1004389,12477.89,0.89,15.4,0x3928
75869.639932602,30.66302823,-95.11422671,12096.36,1.3,6.8,0x3a28
75869.643160056,30.66716734,-95.13500432,9076.0,0.09,12.1,0x3e28
75869.64451539,30.63364561,-95.10729755,6919.57,0.27,5.1,0x2e28
75869.645973464,30.65605421,-95.10225633,12955.1,0.09,14.7,0x3e28
75869.700637885,29.11943267,-95.514247,241325.42,4.98,1.2,0x3928
75869.791393688,30.63365954,-95.1052746,12633.76,0.08,13.0,0x3f28
75869.791637441,30.64258566,-95.09524671,12180.63,0.48,10.1,0x3e28
75869.796391902,30.62587304,-95.09724226,12881.23,0.04,11.9,0x3a28
75869.798699718,30.62433383,-95.09361857,12624.96,0.2,0.5,0x3e20
75869.802587251,30.02493383,-91.91895543,10212.17,3.15,5.7,0x3928
75869.806622241,30.62309194,-95.09421384,12127.57,0.29,-2.8,0x3d28
75869.807989901,30.62229829,-95.08631531,12387.15,0.02,17.4,0x3928
75869.80839304,30.61771491,-95.09119042,13051.38,0.09,7.9,0x3e28
75869.809185258,30.62759465,-95.09410553,13122.65,2.45,13.4,0x3e28
75869.80937817,30.60982873,-95.09741729,12730.38,0.07,24.2,0x3a28
75869.809973924,30.63755993,-95.04820987,7676.8,0.75,15.8,0x3e08
75869.830382171,30.621851,-95.08082196,11360.37,0.92,12.8,0x3d28
75869.830637348,30.62658845,-95.06719123,12793.78,0.13,33.7,0x2b28
75869.830742701,30.65058979,-95.11383111,12124.11,0.09,7.9,0x3e08
75869.83978792,30.61150849,-95.07139033,12039.18,0.32,23.0,0x3e28
75869.840543087,30.59303074,-95.0760897,11745.05,0.9,0.3,0x3c28
75869.840651757,30.60714864,-95.0753912,13299.76,3.01,12.8,0x1f28
75869.844178307,30.60603437,-95.0716815,12499.31,0.08,7.7,0x3c28
75869.844417143,30.6506316,-95.05862343,14535.12,4.74,-1.5,0x2d28
75869.845251996,30.604497,-95.06893174,12105.37,0.98,6.0,0x3a28
75869.853336417,30.60109516,-95.06027013,12537.79,0.3,12.3,0x3a28
75869.854311165,30.59776535,-95.05695982,12842.02,1.33,6.0,0x3e28
75869.854706302,30.59756177,-95.05768641,12680.17,0.98,16.1,0x3b28
75869.854903101,30.600976,-95.05913805,12589.75,0.03,25.1,0x3e28
75869.856270302,30.5944125,-95.05743482,12831.87,0.07,8.5,0x3e28
75869.865055199,30.60558286,-95.05672019,12731.7,0.76,23.6,0x2ba8
75869.869751107,30.60613607,-95.05378513,13390.2,0.18,11.3,0x3e20
75869.876294784,30.61063369,-95.05053634,13057.2,0.96,10.4,0x1f28
75869.881585865,30.62786789,-95.04624536,13135.66,2.78,9.2,0x3e28
75869.884900253,30.6121568,-95.04931181,11956.6,0.05,6.1,0x3e28
75869.885907804,30.60998088,-95.05057314,12276.29,0.05,12.1,0x3f28
75869.887399304,30.6100885,-95.05069815,12063.04,0.02,7.8,0x3a28
75869.983903438,30.60010053,-95.09202256,6915.24,0.69,9.2,0x2e28
75869.984577614,30.66078264,-95.10644654,12667.74,0.1,9.0,0x3a28
75869.984815761,30.64521977,-95.11000357,12058.69,0.13,10.1,0x3e28
75869.98499536,30.63184843,-95.10869019,12456.3,0.08,9.0,0x3e28
75869.988570343,30.6362669,-95.05104081,6645.39,0.07,7.0,0x2e28
75869.988660501,30.64310786,-95.04970839,6171.12,0.19,-0.6,0x3c28
75869.996147945,30.60348633,-95.04070397,12741.99,0.26,14.3,0x3e28
75870.000053791,30.59770469,-95.0414011,12418.94,0.11,10.8,0x3e28
75870.002457227,30.60217935,-95.04091435,12851.91,1.05,22.1,0x3ea8
75870.003182631,30.61000103,-95.03590365,11922.87,2.16,0.4,0x3c28
75870.007208528,30.56697096,-95.04734676,12240.58,2.06,14.2,0x1e28
75870.008595796,30.59831004,-95.04803225,12990.71,1.0,10.4,0x3c28
75870.008902921,30.61483816,-95.0355632,12616.32,0.12,15.2,0x3a28
75870.008994012,30.60423905,-95.04202618,12883.74,0.95,24.3,0x3f28
75870.00945959,30.60618802,-95.03558989,12996.12,0.24,15.9,0x3e28
75870.009548304,30.6125756,-95.03130945,12631.8,0.49,19.3,0x2e28
75870.009595875,30.60449073,-95.0367933,12670.94,0.38,19.9,0x3f28
75870.011062195,30.64198339,-95.07927416,8331.09,2.1,10.1,0x3e28
75870.011290317,30.60381196,-95.0335132,12848.27,2.01,18.4,0x3f28
75870.110968402,30.66773468,-95.13992256,9968.59,0.4,4.8,0x3e28
75870.111050089,30.66210955,-95.14337711,10692.89,0.1,4.7,0x3e28
75870.111759126,30.64513808,-95.10990737,12028.92,0.06,2.3,0x3c28
75870.112501345,30.60399995,-95.07285072,8241.2,0.3,-0.1,0x3c28
75870.589646364,30.73844495,-95.10913687,11629.88,2.13,20.1,0x3f00
75870.72193018,30.68598758,-95.21578712,9627.09,0.2,7.2,0x3e28
75870.733609056,30.68273873,-95.22197957,10331.92,0.31,9.6,0x3e28
75870.824730884,30.69388954,-95.22185234,10149.78,0.22,5.7,0x3e28
75870.906068964,30.68566319,-95.21997812,11598.0,0.22,14.6,0x3e28
75870.922281503,30.67759135,-95.22473002,13067.23,0.07,8.6,0x3a28
75870.971080279,30.68046213,-95.22142026,13576.43,0.57,10.1,0x3e28
75871.013075549,30.67775648,-95.2247545,12955.25,0.44,8.2,0x3e28
75871.024472197,30.67623231,-95.22767965,14187.48,0.16,7.2,0x3e28
75871.100277714,30.13459013,-96.23375049,186811.87,1.87,2.2,0x3588
75871.118515424,30.68014726,-95.22133995,13781.23,0.12,13.0,0x3e28
75871.128086212,30.67673853,-95.22221767,13987.92,0.29,15.5,0x3e28
75871.157431277,30.67827703,-95.22384036,12786.62,0.15,1.9,0x1e28
75871.180367614,30.69194687,-95.22180247,15131.26,4.1,1.5,0x3c28
75873.126387368,30.70164319,-95.24409318,9603.6,2.29,7.1,0x3a28
75873.129356694,30.70559306,-95.24486573,10059.42,0.1,-0.9,0x3c28
75873.13344415,30.76176563,-95.24010031,10720.47,0.68,8.3,0x3a28
75873.137682518,30.69969313,-95.24624033,9235.6,0.2,1.7,0x3c28
75873.179460512,30.70964342,-95.24053253,9745.95,2.56,10.2,0x3e28
75873.183084634,30.73356625,-95.2399697,10381.55,0.02,11.7,0x3a28
75873.183726363,30.71130471,-95.23691397,10379.99,0.02,11.3,0x3b08
75873.186315183,30.71819662,-95.2384809,9322.4,2.66,13.0,0x3e28
75873.188986935,30.69658946,-95.23381476,9793.41,0.83,16.5,0x3e28
75873.189055877,30.71239572,-95.23467127,10236.97,0.04,14.6,0x3e28
75873.191406498,30.71563187,-95.23449103,10009.79,0.03,2.6,0x3e20
75873.191571144,30.70420552,-95.2356529,8742.71,0.35,2.5,0x3c28
75873.202156958,30.71643472,-95.23150814,10014.61,0.75,0.4,0x3c28
75873.203880038,30.72127637,-95.23085846,9952.48,0.13,9.9,0x2e28
75873.209410196,30.71656815,-95.22983749,10016.13,0.06,7.7,0x3e08
75873.209799726,30.71801256,-95.23063968,9879.42,0.24,15.4,0x3e28
75873.210021434,30.73732851,-95.22894806,10319.03,0.28,7.9,0x3e28
75873.295505331,30.71503435,-95.24737257,8999.15,1.69,4.8,0x3e28
75873.568315469,30.62600479,-95.2191491,14338.06,0.44,7.3,0x3a28
75873.615825676,30.62852036,-95.2123534,14707.12,0.3,-0.4,0x3c28
75873.650473499,30.6504605,-95.21621179,14829.46,3.19,15.0,0x3a28
75873.771918295,30.65708478,-95.23718714,7364.43,0.43,11.4,0x3e28
75873.802717267,30.65173408,-95.23912067,7591.02,0.3,6.6,0x2e28
75873.903264903,30.63042642,-95.21915348,13298.58,0.36,-0.4,0x3c28
75874.040691236,30.62669232,-95.19830827,7544.2,0.62,4.8,0x3e08
75874.138648564,30.63814009,-95.2205273,14585.69,0.43,7.3,0x3e28
75874.309132335,30.63053188,-95.22157797,13364.63,1.24,11.5,0x3e28
75874.340175884,30.62840822,-95.21636138,10027.73,2.13,1.4,0x3328
75874.393142369,29.500451,-94.35112966,82545.74,4.6,-6.3,0x31a8
75875.018910052,30.66324283,-95.22279252,9950.67,0.66,-1.3,0x3928
75875.0647396,30.67593382,-95.22964216,10709.71,0.15,-0.6,0x3c28
75875.065328012,30.67491348,-95.23256335,10624.11,0.16,7.1,0x3e28
75875.066471154,30.66365256,-95.23356012,8744.3,0.12,-0.7,0x3c28
75875.108221372,30.67633835,-95.22967654,10711.64,0.19,5.6,0x3e28
75875.108331764,30.68204463,-95.22628435,10690.88,1.05,10.1,0x3e08
75875.231167734,30.67557341,-95.24301021,13845.48,4.71,8.2,0x3e28
75875.231535165,30.67301858,-95.24375709,12061.27,0.3,0.8,0x3c28
75875.256347131,30.69236389,-95.23980378,11987.19,0.53,-0.7,0x3c28
75875.269835375,30.67098976,-95.24308485,12468.03,0.24,12.9,0x3e28
75875.285066701,30.67162717,-95.2365417,12903.48,0.0,0.4,0x3c28
75875.295639922,30.66590435,-95.22891425,13174.13,0.45,0.8,0x3c28
75875.298978354,30.66567318,-95.23185426,13015.85,0.27,11.5,0x3e28
75875.335317292,30.65651641,-95.21783169,13838.99,0.15,1.5,0x3c28
75875.340366145,30.65521546,-95.21834226,13505.29,0.22,11.2,0x2e28
75875.340582701,30.64817812,-95.21855243,13703.09,1.35,2.4,0x3f28
75875.341551858,30.67926808,-95.21516268,13673.2,0.21,18.5,0x3e28
75875.341953786,30.65759376,-95.22106121,12426.11,2.81,2.8,0x3c28
75875.343044926,30.65697982,-95.21752456,13812.06,0.18,16.2,0x3f28
75875.343580942,30.62546064,-95.21952631,12735.4,2.57,15.8,0x3a28
75875.344063388,30.66199106,-95.22079063,13461.87,0.16,9.3,0x3f28
75875.344509961,30.66424855,-95.21999189,10216.53,3.51,2.8,0x3c28
75875.346134549,30.66882725,-95.21514726,13571.65,1.47,12.0,0x3e28
75875.38634192,30.66877153,-95.23201471,12887.87,0.22,9.5,0x3e28
75875.386526078,30.65691349,-95.22159165,11279.74,3.32,16.0,0x3b08
75875.412624125,30.67256017,-95.23614323,10343.52,1.18,-0.1,0x3e20
75875.414379208,30.67844599,-95.23753657,11471.0,0.13,8.2,0x3e28
75875.414955788,30.66835849,-95.23144401,13046.28,0.09,16.5,0x3f28
75875.441311382,30.65998434,-95.21674129,13652.72,0.33,20.2,0x2f28
75875.475920785,30.67596862,-95.23557975,11335.2,0.12,7.6,0x3e28
75875.476686292,30.65752553,-95.21766006,13466.15,0.09,14.6,0x3e08
75875.476798059,30.66365248,-95.21270898,15312.38,1.08,9.2,0x3f20
75875.484965831,30.6705705,-95.21396737,13800.58,0.1,10.9,0x3d08
75875.485375774,30.65871814,-95.20813653,13694.3,0.04,9.7,0x2e28
75875.560690024,30.67148374,-95.24761172,11572.65,0.11,-0.8,0x3928
75875.566557446,30.67430432,-95.2462423,11469.47,0.82,10.5,0x3b28
75875.566964911,30.67304475,-95.24506683,11505.62,0.08,10.0,0x3e28
75875.648713812,30.66540478,-95.23732059,12485.93,0.38,7.1,0x3e28
75875.648996066,30.6713395,-95.23347717,13212.88,0.67,2.3,0x3c28
75875.649411752,30.66119495,-95.22830616,13236.16,4.69,-0.1,0x3c28
75875.71663647,30.6777599,-95.23614246,11036.22,0.13,9.3,0x2b28
75875.720280683,30.6774634,-95.232815,13445.54,0.01,1.4,0x3d08
75875.868707011,31.52230537,-95.41577382,53494.73,4.58,1.3,0x13a8
75877.037170382,30.68310464,-95.19321622,12990.2,0.56,7.4,0x3f28
75877.113444234,30.6927384,-95.19734964,14133.47,1.41,4.8,0x3b28
75877.118507654,30.65368075,-95.20010584,10157.25,2.49,6.5,0x2e28
75877.136687681,30.69241446,-95.19406377,10387.7,1.16,10.2,0x3e28
75877.143227437,30.6790003,-95.19250817,14407.96,1.51,3.7,0x3f28
75877.153327531,30.68711428,-95.20556501,14266.79,0.55,9.7,0x3e08
75877.159694258,30.69226281,-95.19674416,10358.06,4.4,8.7,0x3e28
75877.182190691,30.67906618,-95.19266988,12822.79,0.77,-0.3,0x3c28
75877.185314469,30.6779625,-95.19539062,12908.49,0.81,10.7,0x3f28
75877.196877228,30.67186267,-95.189238,13436.51,1.2,24.8,0x3a28
75877.286397287,30.695683,-95.22203868,12034.35,2.14,17.3,0x2f08
75877.293523041,30.6966849,-95.21978392,14433.02,1.5,17.7,0x2f28
75877.299356657,30.68296322,-95.1962003,10920.06,0.19,10.1,0x3e28
75877.299866151,30.69016592,-95.19415845,10807.49,0.93,7.2,0x3e28
75877.300021203,30.68435807,-95.19437117,11344.21,0.26,14.5,0x3e28
75877.300153446,30.69326593,-95.19273801,12010.68,0.72,9.7,0x3e28
75877.300395026,30.68390992,-95.19646944,11494.98,1.79,10.1,0x3e28
75877.300512647,30.68402472,-95.19582175,10902.33,0.58,10.7,0x3a28
75877.300537222,30.76217692,-95.22017798,15156.93,4.14,20.9,0x3e28
75877.300695385,30.65341713,-95.18883657,12648.64,1.59,19.2,0x2e28
75877.300787555,30.67501563,-95.18130144,13282.62,0.83,1.9,0x3628
75877.30678887,30.69426195,-95.22015766,13963.45,0.38,11.4,0x3f28
75877.306885318,30.69359065,-95.19811428,14357.5,0.26,8.1,0x3a28
75877.318912981,30.67478143,-95.18802825,13384.67,0.13,6.2,0x3e28
75877.324223068,30.69766704,-95.22271625,13658.63,0.27,10.4,0x3e28
75877.330684934,30.64819297,-95.20027806,12859.15,1.95,7.0,0x3a28
75877.34856624,30.68509878,-95.1958954,14378.94,2.71,0.8,0x3c28
75877.38914008,30.67427619,-95.18397387,13900.56,2.09,21.3,0x3ba8
75877.390588785,30.68299488,-95.19859011,9012.39,3.69,6.2,0x3e28
75877.401760433,30.67719664,-95.19428468,12194.17,3.46,7.0,0x3a28
75877.401846924,30.68951171,-95.19032512,12314.25,0.2,9.0,0x2e28
75877.401945841,30.68762937,-95.19458966,11199.51,1.0,6.8,0x3628
75877.402142875,30.6748131,-95.16822796,14001.95,0.35,17.9,0x3b28
75877.402417912,30.67507639,-95.16335948,14552.96,1.36,14.7,0x2f28
75877.403260519,30.68485105,-95.1640157,13493.1,2.16,11.8,0x2e28
75877.406170411,30.67454537,-95.1618624,14301.89,0.27,12.6,0x3e28
75877.407053887,30.67669361,-95.16330906,14291.89,0.05,7.7,0x3e28
75877.411294287,30.66705122,-95.17134998,13884.94,0.41,11.1,0x2e28
75877.411896438,30.68559578,-95.16158933,14474.63,2.54,6.8,0x3e28
75877.411986053,30.69084195,-95.16092773,14376.26,2.08,1.8,0x3f28
75877.413143215,30.69276568,-95.1539455,13967.33,0.49,6.0,0x3a28
75877.413564599,30.67304349,-95.17236625,14301.27,2.53,20.0,0x3f88
75877.413835386,30.66827754,-95.15731352,14141.08,0.37,0.8,0x3c28
75877.425456422,30.67622308,-95.15385059,13564.71,1.74,17.3,0x3a28
75877.430330676,30.66385892,-95.15494479,13860.9,0.36,4.7,0x3e28
75877.430582201,30.64820324,-95.15581322,14008.0,3.38,-3.5,0x3928
75877.433703823,30.6656439,-95.15796063,13813.24,0.4,16.3,0x3f28
75877.443040567,30.66831354,-95.15088791,13148.04,2.06,8.5,0x3a28
75877.443196216,30.66549644,-95.15548119,13689.85,0.86,20.7,0x3f28
75877.443325114,30.66774485,-95.15655645,13911.07,0.04,22.6,0x3a28
75877.446032173,30.66475313,-95.15319666,13595.71,0.14,7.2,0x3e28
75877.446577522,30.68916588,-95.15006412,14417.93,0.24,0.3,0x3c28
75877.449518427,30.67004355,-95.15150225,13616.45,0.35,8.2,0x3a28
75877.449682254,30.65788898,-95.15193659,13486.59,1.25,14.0,0x3e20
75877.45232694,30.66642493,-95.15454884,13718.48,0.26,7.7,0x3f28
75877.452745851,30.63848046,-95.1577621,13667.24,2.84,5.4,0x3628
75877.453064951,30.662237,-95.15618334,13885.07,0.25,18.7,0x3ea8
75877.463208905,30.65486338,-95.15287641,12917.76,3.39,8.6,0x3e28
75877.476966198,30.66500144,-95.14876544,12976.62,0.16,6.5,0x1e28
75877.4787726,30.66077442,-95.1518122,12376.48,2.59,6.0,0x3a28
75877.495949858,30.66854411,-95.15356259,12641.28,1.01,8.3,0x3e28
75877.503579228,30.66527136,-95.19204863,8960.19,0.43,10.5,0x3e28
75877.504440201,31.52652291,-94.91288977,25108.58,1.56,11.0,0x3328
75877.508823406,30.67178522,-95.15342565,12871.53,0.42,-0.1,0x3c28
75877.510307836,30.72367833,-95.13757646,11737.97,3.64,2.4,0x3c28
75877.51925486,30.67468876,-95.15249154,12981.05,0.26,-1.5,0x3c28
75877.522641923,30.68355436,-95.19646834,11063.69,0.27,4.2,0x1e28
75877.522854615,30.69133233,-95.21654257,13720.1,0.66,4.2,0x3d08
75877.523043991,30.68273637,-95.17496792,6880.51,0.22,7.5,0x3a28
75877.543191068,30.66950228,-95.1916079,9146.67,0.19,11.0,0x3e28
75877.543362913,30.67904811,-95.19567518,10939.33,0.14,11.6,0x3e28
75877.543452002,30.62925249,-95.21007938,7087.97,0.15,5.4,0x3b20
75877.569614254,30.68194209,-95.20406776,13923.42,1.06,8.2,0x3e28
75877.569846292,30.68310898,-95.21374422,13571.37,0.02,11.6,0x3a28
75877.570768708,30.65127831,-95.1938348,7743.58,1.03,9.2,0x3a28
75877.622517358,30.66500537,-95.19276273,7670.16,0.71,3.7,0x3e28
75877.646226628,30.6837561,-95.14915925,11889.17,1.04,7.4,0x1e28
75877.646702824,30.63686364,-95.19618542,8092.22,3.92,11.5,0x2e28
75877.646989082,30.65800108,-95.16485602,4883.67,1.74,9.5,0x3e28
75877.684479682,30.72074538,-95.18618705,10457.06,2.27,9.3,0x3e28
75877.684608494,30.73159127,-95.19417317,14681.38,2.27,7.2,0x3e08
75877.684705074,30.75299138,-95.18449278,15191.35,0.14,5.6,0x3628
75877.6854559,30.87489774,-95.01025791,8345.82,0.04,29.2,0x2e28
75877.686514964,30.734287,-95.13888536,16085.01,2.36,7.3,0x2e28
75877.698814765,30.7024951,-95.10553114,10903.12,1.12,11.8,0x3b28
75877.699145562,30.7210913,-95.10320674,11385.85,0.25,6.8,0x3a28
75877.700168035,30.7175599,-95.10379968,11608.53,0.19,13.8,0x3e28
75877.702985349,30.7345119,-95.09920157,12705.97,2.15,14.5,0x2e28
75877.703179399,30.83759678,-95.07041013,14613.71,4.83,8.9,0x2e28
75877.712533659,30.70898427,-95.09867131,12629.89,0.61,10.9,0x3e28
75877.714905297,31.28740263,-94.89736652,23470.13,2.45,2.4,0x3328
75877.715315702,30.71176936,-95.0986405,12191.23,0.99,9.0,0x3f28
75877.715642356,30.67706436,-95.16517732,7279.53,0.5,9.2,0x2e28
75877.725813638,30.70718961,-95.10115942,12997.54,0.55,16.2,0x3b08
75877.726192982,30.70637273,-95.09969163,12943.64,0.46,13.1,0x3e20
75877.727565919,30.70979836,-95.09823831,12981.01,0.13,11.4,0x2e28
75877.750862592,30.68886012,-95.18944192,11398.5,2.09,8.7,0x3b28
75877.769437057,30.68603927,-95.19457825,12604.32,0.4,8.2,0x3e28
75877.774767576,30.68821419,-95.19415792,12755.63,0.42,2.0,0x3c28
75877.781851504,30.72640658,-95.09812181,9363.39,0.22,10.0,0x3e28
75877.785043679,30.71099101,-95.10303218,8844.62,0.2,0.4,0x3c28
75877.787341437,30.60802362,-95.11819163,3228.66,4.6,0.9,0x2f20
75877.788855397,30.72884036,-95.09784574,9327.31,0.46,10.0,0x3e28
75877.792573894,30.71547733,-95.09908153,10413.72,0.12,18.3,0x3f28
75877.798097893,30.71093458,-95.10056196,9207.8,0.3,3.4,0x3e20
75877.801560031,30.71272709,-95.09919892,9158.1,0.08,6.0,0x3e28
75877.804865887,30.71305945,-95.09715841,9244.95,0.17,8.4,0x3e28
75877.808151783,30.70048367,-95.08997952,12208.33,0.29,8.9,0x3e28
75877.80863379,30.69100062,-95.09117612,11866.52,0.54,2.8,0x3c28
75877.814790465,30.69656127,-95.09138859,12213.6,0.33,26.8,0x3b28
75877.815004893,30.70283994,-95.09017715,12411.89,0.07,15.2,0x3e28
75877.815489191,30.67588706,-95.19223758,10703.29,0.26,9.4,0x2e28
75877.820626155,30.72633427,-95.09782708,9186.43,0.29,14.7,0x3628
75877.82929735,30.69791284,-95.08729339,12229.26,4.14,7.4,0x3a28
75877.832821915,30.69504176,-95.08657336,11349.04,0.49,1.4,0x3f28
75877.833708065,30.69108469,-95.08929416,12040.32,0.86,12.1,0x3e28
75877.836264241,30.69182641,-95.08495056,11718.01,0.28,9.8,0x3e28
75877.836469221,30.66451015,-95.0925827,11255.37,4.12,17.0,0x3e28
75877.848055109,30.67286908,-95.07960033,12266.29,3.8,9.1,0x3e28
75877.848173403,30.68794123,-95.0779663,13473.33,2.67,6.3,0x3d28
75877.851076552,30.68855542,-95.07817961,12018.36,1.0,19.7,0x3fa8
75877.851895509,30.68884217,-95.07483154,12241.5,0.67,10.9,0x3fa8
75877.852738277,30.66367715,-95.08389366,11453.98,1.11,13.7,0x2e28
75877.853034563,30.68814494,-95.07445564,12138.4,0.16,16.5,0x3f28
75877.853332374,30.67009247,-95.07825391,11820.57,3.37,1.8,0x1b28
75877.858222416,30.65992743,-95.19883864,12526.62,0.19,0.6,0x3c28
75877.859335775,30.67309136,-95.07193251,13812.75,1.96,6.8,0x3e08
75877.859435002,30.65547713,-95.07316448,13106.07,4.34,1.1,0x3d20
